city,date,fare,ride_id
New Paulton,43582.97642,19.06,2.00115E+11
Hurleymouth,43577.10525,9.14,5.56389E+12
South Phillip,43526.30816,30.62,4.97935E+12
West Ericstad,43490.84646,23.27,2.12808E+12
Port Samanthamouth,43544.24177,36.7,8.18658E+11
West Josephberg,43482.23117,7.87,2.30052E+12
Port Angela,43534.80853,43.18,1.88976E+12
West Gabriel,43580.60314,10.86,8.50153E+12
Hurleymouth,43511.09075,42.61,9.952E+12
Jerryton,43573.25565,42.8,2.66288E+12
Lake Danielberg,43505.79824,10.62,9.24172E+12
South Phillip,43479.76872,41.66,2.77317E+12
West Robert,43552.6256,35.88,2.84546E+12
New Kimberlyborough,43583.53373,33.35,9.50164E+12
New Paulville,43587.76442,12.08,6.16282E+11
West Josephberg,43585.61515,40.08,5.40556E+12
Erikaland,43541.70225,39.58,6.42263E+12
North Madeline,43563.85172,25.79,9.44148E+12
West Heidi,43561.90326,23.41,9.7868E+12
Reynoldsfurt,43498.11995,29.07,1.86421E+12
South Latoya,43483.25332,5.69,7.01359E+11
Amandaburgh,43531.10177,18.76,3.41945E+12
West Josephberg,43485.06058,38.39,4.39773E+12
Lake Jonathanshire,43494.01328,41.05,6.64969E+12
West Anthony,43573.96551,31.16,8.47826E+12
Raymondhaven,43561.57804,30.36,8.73307E+12
Hurleymouth,43476.54118,37.44,7.88363E+12
Roberthaven,43493.43267,21.72,7.32997E+12
New Paulville,43584.96185,14.59,3.63377E+12
Robertport,43550.94963,13.34,5.44815E+12
Port Frank,43484.54775,4.86,5.0846E+12
Rogerston,43550.18557,13.97,2.81992E+12
Liumouth,43481.91367,6.02,3.85218E+12
Lake Danielberg,43486.53638,14.09,9.56831E+12
West Josephberg,43545.65615,6.13,2.30387E+12
Leahton,43480.10439,21.95,1.79552E+12
Huntermouth,43558.29344,29.88,8.96762E+12
Lake Danielberg,43588.64992,19.97,5.54189E+11
Loganberg,43517.54828,7.49,6.41484E+11
North Madeline,43512.62932,37.75,1.4536E+12
Hurleymouth,43564.38706,20.31,2.51159E+12
Port Johnbury,43554.86332,19.48,5.13784E+12
Royland,43592.62375,36.22,2.53803E+12
Richardfort,43510.14407,44.11,2.50386E+12
Johnton,43490.55405,28.14,7.11047E+12
North Jason,43567.26338,33.12,1.71399E+12
South Phillip,43470.74314,41.55,8.82568E+12
Reynoldsfurt,43486.67182,25.19,1.03322E+12
West Ericstad,43567.50593,27.69,4.56796E+12
Richardfort,43582.49959,30.31,6.10645E+12
West Heidi,43577.02705,8.89,5.4084E+12
Johnton,43528.43787,36.76,3.27329E+12
West Angela,43467.39476,19.81,9.73997E+12
Leahton,43524.83541,31.01,2.1165E+12
Johnton,43566.61125,16.63,7.24846E+12
Port David,43486.10389,32.92,8.57957E+11
New Kimberlyborough,43556.1887,35.11,8.27582E+12
Port Frank,43522.21064,25.18,7.2808E+12
Barajasview,43489.24899,9.21,1.84107E+12
South Phillip,43576.43851,32.85,2.75233E+12
North Jasmine,43558.55227,19.66,9.20612E+12
New Kimberlyborough,43537.40882,14.84,1.83917E+12
North Jasmine,43470.69413,26.72,3.66906E+12
Reynoldsfurt,43509.43699,7.43,5.24443E+12
North Barbara,43590.63568,38.15,2.56007E+11
South Karenland,43578.38855,12.34,9.18579E+12
North Jasmine,43572.31554,22.41,4.19804E+12
East Kaylahaven,43512.87657,34.42,7.99961E+12
West Samuelburgh,43531.85705,34.22,1.12957E+12
Richardfort,43527.49819,11.42,2.91608E+12
West Heidi,43515.88112,7.64,8.96613E+12
Raymondhaven,43593.19432,18.45,1.81157E+12
North Markport,43584.4855,19.8,1.83902E+12
New Paulton,43513.34786,37.44,7.42967E+12
Karenside,43490.14818,19.6,4.71696E+12
South Jack,43527.37503,29.88,2.15339E+12
South Michelleport,43485.22931,34.72,6.38794E+12
North Jason,43556.61373,40.45,1.1017E+12
Joneschester,43491.80491,13.77,6.67814E+12
Amandaburgh,43467.41463,33.06,6.33066E+12
North Jason,43552.7527,42.75,4.27168E+12
Roberthaven,43493.92343,28.11,6.2282E+12
South Karenland,43509.16383,24.16,3.27462E+12
Rogerston,43488.76156,21.64,3.8497E+12
Robertport,43510.19602,18.38,9.07293E+12
West Samuelburgh,43471.55796,11.01,73344113439
New Paulton,43561.6819,38.8,8.52323E+12
Port Johnbury,43567.15538,8.42,39663640391
South Karenland,43588.67333,19.69,2.54283E+12
Liumouth,43546.85829,39.96,6.1625E+12
South Evanton,43584.57955,5.16,3.14703E+11
Huntermouth,43575.40153,23.65,3.49602E+12
Simpsonburgh,43581.93076,29.22,4.45263E+12
Valentineton,43513.24417,21.74,4.88223E+12
Deanville,43477.31413,39.45,4.19668E+11
South Karenland,43582.68056,6.62,9.44045E+12
Lake Jonathanshire,43546.60662,18.72,4.67597E+12
East Kaylahaven,43525.63005,23.45,3.21997E+12
Port David,43567.23124,35.51,2.98869E+12
West Gabriel,43495.65138,25.64,3.45871E+12
South Evanton,43509.69905,44.33,3.93348E+12
Richardfort,43478.42285,25.81,9.11091E+12
North Madeline,43559.27919,25.38,6.90704E+12
South Evanton,43561.69514,9.3,1.03705E+12
Royland,43514.08578,8.32,5.21311E+12
Hurleymouth,43472.6623,20.01,4.46237E+12
West Anthony,43563.26466,20.83,9.5823E+12
Martinezhaven,43510.11936,27.16,2.199E+12
North Jasmine,43486.87516,33.06,4.26301E+12
Carriemouth,43570.33389,40.03,2.66793E+12
Lake Scottton,43486.18097,21.81,2.94152E+11
Hurleymouth,43482.71353,24.86,9.29534E+12
North Barbara,43541.71387,6.12,5.47694E+12
Royland,43578.05171,40.39,3.38532E+11
North Jason,43477.80524,9.97,8.00061E+12
West Ericstad,43492.1878,29.05,7.59945E+12
Joneschester,43537.25744,27.79,1.26445E+12
North Madeline,43588.00493,16.44,2.12158E+11
Loganberg,43514.49892,23.98,9.36901E+12
West Patrickchester,43562.73723,33.9,3.85913E+12
Justinberg,43559.97221,19.38,3.73396E+12
Lake Jonathanshire,43571.85174,32.47,1.01387E+12
Karenside,43528.85877,25.21,9.10796E+12
North Madeline,43500.78948,9.84,9.47983E+12
West Josephberg,43554.06046,25.19,7.57579E+12
West Christopherberg,43586.52716,39.8,5.35029E+12
Lake Scottton,43574.89722,37.67,5.48729E+12
Simpsonburgh,43589.4873,33.11,2.86086E+12
South Karenland,43488.2475,22.54,9.06736E+11
South Evanton,43522.28399,7.81,7.41939E+11
New Paulville,43467.8698,33.08,2.36854E+12
Carriemouth,43532.41245,37.81,7.35066E+12
North Madeline,43525.1909,20.8,1.5751E+12
West Heidi,43482.39494,24.19,8.7981E+12
Amandaburgh,43478.66956,23.35,9.97508E+12
Valentineton,43530.20043,38.88,2.76294E+12
South Phillip,43547.69226,40.07,2.30785E+12
West Angela,43518.17034,23.09,5.99167E+12
Erikaland,43580.47146,34.05,5.67382E+12
Loganberg,43578.38866,32.4,2.44843E+12
West Heidi,43466.22455,10.75,6.57151E+12
South Michelleport,43492.54883,30.16,3.94853E+12
Christopherfurt,43539.43244,34.09,1.26452E+12
North Markport,43561.09493,18.15,7.26861E+12
West Anthony,43506.38669,38.54,8.95001E+12
South Phillip,43571.91813,24.63,7.8609E+12
South Phillip,43472.0952,6.54,1.97654E+11
Williamsview,43526.93274,25.15,5.05061E+12
Port Frank,43470.7653,35.35,1.91878E+12
West Angela,43542.66458,13.06,7.20662E+12
Liumouth,43569.62372,25.28,7.89175E+12
Port Frank,43588.84916,21.11,9.06392E+12
Jerryton,43528.59347,22.91,3.49891E+12
Richardfort,43530.53686,8.28,5.1276E+12
Lake Danielberg,43479.91971,24.14,7.95889E+12
South Evanton,43482.08399,34.55,3.37326E+12
Williamsview,43490.03302,41.17,4.83888E+12
South Jack,43494.84274,43.12,6.0467E+12
Justinberg,43509.99782,10.18,3.14351E+12
Liumouth,43584.28988,23.99,8.19442E+11
South Jack,43474.85546,21.13,6.05592E+12
South Michelleport,43553.35642,11.06,9.97982E+12
Hurleymouth,43519.06534,31.97,1.99008E+12
West Samuelburgh,43518.92476,17.35,3.94301E+12
North Barbara,43564.71706,6.68,2.53541E+12
Royland,43485.50907,6.66,4.29234E+12
Lake Scottton,43563.47178,44.03,9.0529E+12
Raymondhaven,43585.82927,29.84,7.62828E+12
Lake Scottton,43593.54882,18.04,5.61626E+12
Martinezhaven,43592.24653,6.89,3.26625E+12
Lake Scottton,43504.72891,34.95,7.92883E+12
Richardfort,43501.67505,42.22,4.05109E+12
West Josephberg,43566.16208,18.65,6.03478E+12
New Paulville,43529.6553,23.75,9.55803E+12
South Phillip,43592.1197,36.51,2.37346E+12
South Karenland,43546.1787,15.54,1.30552E+12
Valentineton,43487.09428,17.74,6.34895E+12
South Evanton,43592.5215,34.03,3.18259E+12
Pattyland,43574.54017,4.55,6.86369E+12
Port Samanthamouth,43539.37777,5.62,6.91179E+12
East Kaylahaven,43476.44578,8.02,9.77856E+12
North Madeline,43523.48772,36.87,9.53191E+12
Richardfort,43559.62843,16.35,6.07791E+12
South Michelleport,43507.34177,28.03,3.12931E+12
Port Johnbury,43486.21528,32.68,2.77259E+11
Liumouth,43483.64324,20.68,9.84552E+11
South Evanton,43563.04287,5.62,1.33603E+12
Richardfort,43529.66735,4.85,3.29154E+12
New Jacobville,43503.4635,26.09,3.5177E+12
East Kaylahaven,43500.10127,38.13,2.8893E+12
Williamsstad,43485.78314,18.79,5.02316E+12
Lake Jonathanshire,43566.82609,25.92,8.53381E+12
Port Samanthamouth,43580.14523,9.44,4.79395E+12
South Karenland,43554.08089,20.21,2.90344E+12
West Christopherberg,43534.94594,7.98,5.72936E+12
Lake Scottton,43553.56471,35.36,3.70631E+12
East Kaylahaven,43489.70291,31.4,7.43041E+12
Raymondhaven,43559.2826,41.45,2.8932E+12
Port Frank,43543.63991,22.63,9.90838E+12
New Paulville,43579.1013,13.32,8.56432E+12
Karenberg,43585.90183,5.7,7.64452E+12
Barajasview,43548.27397,12.24,7.66512E+11
North Jason,43506.27388,25.36,8.59485E+12
Barajasview,43573.36397,12.35,6.12226E+12
New Kimberlyborough,43558.84961,33.74,6.32906E+12
West Samuelburgh,43496.71575,9.67,8.85167E+12
West Heidi,43545.01861,9.06,6.61875E+12
Port Frank,43481.94587,11.97,8.71133E+12
West Samuelburgh,43563.52691,14.52,2.48052E+12
West Gabriel,43586.19056,8.67,4.25758E+11
Loganberg,43573.46976,16.36,4.72884E+12
West Josephberg,43592.42438,29.66,2.61962E+11
South Michelleport,43498.4976,12.77,1.40738E+12
Christopherfurt,43569.14227,39.91,2.53266E+11
Justinberg,43569.96403,7.75,8.86006E+12
South Michelleport,43536.37934,25.1,7.10908E+12
West Angela,43565.71281,31.03,3.52434E+12
South Karenland,43498.61866,10.54,4.51104E+12
Carriemouth,43589.4364,41.54,1.10233E+12
Pattyland,43474.3475,41.04,3.5255E+12
West Samuelburgh,43528.52696,28.18,9.68455E+12
North Barbara,43499.99828,11.54,5.81443E+12
Jerryton,43516.78162,28.24,4.14722E+12
Leahton,43530.85146,14.87,3.83989E+12
North Jasmine,43502.80769,9.12,3.92898E+12
South Karenland,43468.26313,39.16,5.4886E+12
Grahamburgh,43543.60462,33.14,4.37743E+12
West Robert,43553.18247,17.53,8.3367E+12
Williamsview,43514.10507,18.75,4.14843E+12
Barajasview,43469.39777,12.25,1.65711E+12
Williamsview,43466.61127,5.42,5.67617E+12
West Ericstad,43501.64645,30.89,2.46403E+12
Lake Danielberg,43470.73936,28.79,9.79209E+12
Barajasview,43553.04316,29.55,3.83835E+12
Liumouth,43527.21757,26.6,4.27897E+12
West Patrickchester,43530.00172,31.33,2.57412E+12
Lake Scottton,43478.56532,24.81,3.95503E+11
Liumouth,43469.87965,34.77,8.50062E+12
Williamsstad,43468.41897,17.16,28294640252
Lake Danielberg,43500.73119,24.49,8.59545E+11
Justinberg,43524.90249,14.4,1.13186E+12
Jerryton,43531.22543,15.82,8.11235E+12
New Jacobville,43536.61661,28.12,3.35477E+12
Loganberg,43468.2842,34.42,2.37725E+11
West Patrickchester,43526.85363,25.28,8.92071E+12
South Evanton,43467.28861,16.96,9.4077E+12
North Markport,43589.64588,28.93,1.47166E+12
Port Angela,43557.9263,25.84,8.02244E+12
Richardfort,43569.49755,43.01,7.63601E+12
Rogerston,43492.82292,13.4,9.76436E+12
East Kaylahaven,43507.88012,4.75,9.78298E+12
Raymondhaven,43524.22487,21.78,1.85383E+12
Loganberg,43516.40439,41.16,4.36066E+12
South Jack,43513.41337,18.08,3.66666E+12
West Ericstad,43590.03119,7.76,8.379E+12
Port Frank,43517.78082,19.81,2.18514E+12
Simpsonburgh,43488.85796,39.95,1.10866E+12
Simpsonburgh,43473.24995,13.01,9.41335E+12
South Evanton,43504.75576,38.21,56240519093
Loganberg,43554.89095,40.8,3.17202E+12
New Paulville,43532.63066,18.35,3.73613E+12
East Kaylahaven,43585.34883,37.41,1.75979E+12
West Gabriel,43496.10501,6.8,1.04228E+12
South Phillip,43539.35003,22.28,6.02373E+12
Richardfort,43486.97284,10.91,3.56761E+12
Williamsview,43546.9385,15.85,8.54953E+12
West Patrickchester,43512.09398,12.15,9.17737E+12
North Jason,43592.83698,24.2,3.91568E+12
Karenberg,43568.2184,23.73,4.05641E+11
East Kaylahaven,43548.57887,32.21,6.71006E+12
Lake Jonathanshire,43564.90382,15.96,5.77276E+11
Williamsstad,43536.46421,13.79,5.77164E+12
Deanville,43493.13427,31.65,6.4977E+11
South Latoya,43521.96262,25.87,4.91156E+12
South Karenland,43522.54247,38.05,4.45164E+11
Justinberg,43492.3165,28.41,3.49488E+12
South Michelleport,43576.64575,36.47,3.39469E+12
Lake Jonathanshire,43481.39378,26.27,3.26766E+12
Jerryton,43549.51039,9.64,9.4837E+12
Grahamburgh,43519.62395,41.98,3.68757E+12
South Karenland,43522.86153,35.61,8.41397E+12
Johnton,43584.32646,17.89,1.26625E+12
Justinberg,43489.81453,38.79,1.68719E+12
Grahamburgh,43498.16134,22.53,6.58308E+12
North Markport,43482.48409,8.68,9.30356E+11
Port Samanthamouth,43466.87779,11.71,1.84966E+12
West Angela,43566.29117,29.06,7.13854E+11
Port David,43527.48478,13.41,6.41354E+12
Christopherfurt,43519.35542,15.61,8.29529E+12
Lake Scottton,43523.29855,9.43,8.16781E+12
Valentineton,43468.2473,37.4,4.18129E+12
Jerryton,43515.58278,21.27,2.52355E+12
Reynoldsfurt,43545.7258,11.97,9.40611E+12
Hurleymouth,43520.65209,8.33,2.05179E+12
South Latoya,43537.05264,16.01,2.75506E+12
North Jasmine,43545.77198,39.02,7.92553E+12
Richardfort,43540.95892,21.39,2.37473E+11
Roberthaven,43588.23853,42.15,2.59337E+12
South Michelleport,43470.24854,39.9,6.10707E+12
Port Johnbury,43480.78169,40.32,2.121E+12
Loganberg,43496.62718,20.36,1.81676E+12
Robertport,43585.984,14.81,1.46874E+12
South Michelleport,43523.08356,10.4,6.4751E+12
New Jacobville,43527.22785,41.39,3.09155E+12
Martinezhaven,43567.28453,11.55,9.3063E+12
West Gabriel,43563.89898,13.31,8.62991E+12
South Jack,43565.05766,29.97,6.13496E+12
New Paulville,43470.35771,21.57,3.71314E+12
Royland,43476.40983,18.42,5.57837E+12
Roberthaven,43480.89304,30.42,5.91251E+12
Justinberg,43536.68987,24.41,3.08565E+12
West Angela,43517.35318,40.55,1.8321E+12
North Madeline,43495.76414,16.5,8.65191E+12
Port Angela,43499.25098,6.42,9.46522E+12
North Jason,43554.2722,12.04,6.61757E+12
West Patrickchester,43573.48707,29.12,8.00982E+12
North Jason,43551.80524,30.66,3.37133E+12
West Anthony,43499.76703,19.66,2.90928E+12
Liumouth,43584.83028,32.1,2.69675E+12
Martinezhaven,43568.82399,40.2,8.8566E+12
West Josephberg,43477.53146,5.77,5.09474E+12
Simpsonburgh,43470.69189,39.44,2.52492E+11
New Paulville,43470.71969,44.68,3.08438E+12
Christopherfurt,43500.50806,41.12,8.0774E+11
Johnton,43539.88672,30.27,1.60498E+12
South Jack,43502.51242,7.71,6.33202E+12
Joneschester,43552.32066,7.56,4.60611E+12
Lake Danielberg,43519.5772,9.25,8.3041E+12
Port Frank,43483.48972,19.98,4.49344E+12
Lake Jonathanshire,43486.50898,37.25,2.96654E+12
Rogerston,43531.50686,27.26,9.44596E+12
South Karenland,43467.89385,19.57,7.2722E+12
West Gabriel,43480.76751,11.71,3.84243E+12
West Gabriel,43477.69061,31.98,2.98688E+12
Robertport,43541.95192,14.61,8.50145E+12
West Christopherberg,43558.50138,33.03,1.47876E+12
Lake Scottton,43557.88216,43.2,3.92721E+12
West Christopherberg,43503.05902,10.91,3.7308E+12
West Anthony,43573.34142,11.2,3.22174E+12
Robertport,43571.40878,36.11,5.88655E+12
Erikaland,43551.3526,26.25,4.8088E+12
Williamsview,43482.16668,32.29,7.45158E+12
West Robert,43495.48108,43.02,7.20018E+12
Hurleymouth,43502.0072,32.93,4.14023E+12
New Paulton,43517.10953,27.56,3.95458E+12
Deanville,43472.81579,21.5,9.422E+12
Karenside,43477.06149,37.73,1.87305E+12
New Paulton,43536.57892,38.26,79314274773
Port Samanthamouth,43564.8719,24.99,6.74323E+12
South Phillip,43588.48832,8.3,8.58023E+12
Lake Danielberg,43502.17458,29.96,2.332E+12
Martinezhaven,43502.45727,40.29,4.66519E+12
Pattyland,43567.49894,28.65,6.92423E+12
Port Johnbury,43501.66959,7.44,3.00833E+12
Richardfort,43546.19519,16.35,5.93424E+12
Valentineton,43513.80787,37.19,5.02045E+12
Rodneyfort,43574.40716,35.79,9.9172E+12
West Christopherberg,43574.20369,22.86,9.74885E+12
Valentineton,43532.33132,43.59,5.85967E+12
New Jacobville,43517.37454,40.05,3.01798E+12
Joneschester,43590.08336,21.74,2.72918E+12
Johnton,43479.45391,19.68,8.53436E+12
West Heidi,43494.34516,38.68,4.81894E+12
West Christopherberg,43566.61554,4.88,7.74085E+12
West Angela,43541.40448,23.45,7.76633E+12
South Evanton,43474.63201,40.73,6.52965E+12
West Gabriel,43488.22395,40.17,9.15793E+12
Carriemouth,43560.086,38.17,8.1612E+12
West Ericstad,43542.64448,23.62,6.20924E+12
North Jasmine,43577.66223,6.49,1.61729E+12
Martinezhaven,43585.02928,36.07,1.51773E+12
West Gabriel,43513.31936,17.03,4.38581E+12
Liumouth,43530.19619,37.4,6.02124E+11
Roberthaven,43587.90028,21.8,3.45671E+12
West Angela,43517.52056,27.68,7.91846E+11
West Robert,43497.48468,30.94,2.18488E+11
Carriemouth,43582.86222,8.28,4.51752E+11
North Jason,43473.98064,10.74,1.77736E+12
West Angela,43568.91041,28.75,3.69751E+12
Reynoldsfurt,43499.42667,6.34,5.56069E+12
Lake Jonathanshire,43566.89753,22.48,3.50546E+12
New Kimberlyborough,43501.47478,18.02,3.97912E+12
Jerryton,43547.35238,37.89,4.27522E+12
Joneschester,43528.75027,41.65,9.83027E+12
Lake Jonathanshire,43512.07622,17.58,3.64178E+12
Richardfort,43468.04603,5.32,3.26884E+12
Deanville,43494.88314,25.39,9.62339E+12
Richardfort,43553.63612,37.76,4.80269E+12
Royland,43547.51469,13.7,8.50573E+12
Jerryton,43575.79021,29.84,8.12967E+12
Lake Jonathanshire,43482.55275,28.42,6.54422E+12
Karenberg,43579.54005,34.67,6.99554E+12
Joneschester,43513.41971,10.52,3.38231E+12
Rogerston,43523.1653,27.4,6.53537E+12
North Jason,43476.21444,19.64,6.87701E+12
Reynoldsfurt,43566.99275,38.35,6.51789E+12
Rogerston,43491.61307,11.13,9.1174E+12
Grahamburgh,43535.33981,34.53,1.66809E+12
Lake Jonathanshire,43486.40866,22.36,2.5221E+12
Lake Danielberg,43529.97472,44.77,9.04235E+11
Liumouth,43495.36898,22.9,2.85206E+12
West Gabriel,43493.93258,5.58,8.43799E+12
North Jason,43489.07426,40.15,6.72007E+12
West Robert,43540.68542,42.89,3.37131E+12
Huntermouth,43489.71344,42.36,2.8811E+12
Karenside,43482.51259,11.6,2.89616E+12
Karenberg,43515.67495,12.25,3.87193E+12
Amandaburgh,43494.97792,41.06,4.29686E+12
West Robert,43514.49396,44.97,3.41568E+11
Pattyland,43477.83859,17.85,1.71752E+12
West Robert,43515.03743,40.64,5.09E+12
Lake Jonathanshire,43519.25729,26.63,5.37249E+12
Raymondhaven,43555.62378,7.67,3.67767E+12
New Kimberlyborough,43579.09811,37.73,2.21122E+12
North Jasmine,43593.31182,18.55,5.68202E+12
Reynoldsfurt,43505.74288,21.02,6.19709E+12
West Anthony,43532.4399,41.3,1.15469E+12
West Christopherberg,43495.34154,16.85,7.33726E+12
Erikaland,43507.12633,35.89,1.69228E+12
Port Samanthamouth,43498.08162,39.28,2.67126E+12
New Jacobville,43585.48927,5.6,3.97572E+12
Huntermouth,43551.49363,22.64,9.53674E+12
Joneschester,43543.07797,42.74,4.49621E+12
Port Frank,43480.32152,30.93,8.72614E+12
Leahton,43527.05878,43.44,4.29092E+12
Raymondhaven,43503.67991,38.67,8.35296E+12
South Latoya,43577.52025,27.54,3.39138E+12
West Ericstad,43528.52205,43.98,6.43494E+12
Liumouth,43567.10231,10.53,8.95452E+12
Port Johnbury,43580.01044,10.26,2.97708E+12
Robertport,43573.29054,24.48,4.26763E+12
South Michelleport,43582.47086,27.89,3.55231E+11
Grahamburgh,43512.5153,30.23,5.12414E+12
Liumouth,43557.70377,25.56,9.54429E+12
Grahamburgh,43565.05307,37.67,1.44887E+12
Rogerston,43499.88177,4.41,1.71871E+12
New Paulville,43486.86889,33.47,8.22124E+12
Liumouth,43524.63909,30.3,2.08181E+12
Port Frank,43502.14927,34.86,3.93596E+12
Loganberg,43517.78714,36.21,8.54227E+12
Karenside,43545.97681,26.69,7.72892E+12
West Angela,43569.51966,39.95,7.95004E+12
West Josephberg,43496.55892,38.28,4.1956E+12
West Samuelburgh,43518.76087,7.13,2.71785E+12
Lake Danielberg,43502.83324,30.31,3.3967E+12
Johnton,43496.47075,23.36,3.67134E+12
West Ericstad,43486.51014,8.07,7.50604E+12
Lake Scottton,43573.96296,4.36,5.84381E+12
North Jasmine,43572.44243,11.76,4.45094E+12
North Jason,43570.73308,42.29,5.00803E+12
North Jason,43528.42682,38.49,3.33803E+12
Lake Danielberg,43513.22931,11.7,4.87433E+12
Christopherfurt,43559.04973,24.47,5.71641E+11
Port Johnbury,43469.1225,32.75,1.73729E+12
Port Angela,43589.41016,21.62,6.30251E+12
Port Frank,43583.37771,15,7.32119E+12
North Barbara,43473.22339,25.84,3.50517E+12
North Jason,43569.82368,8.05,7.83372E+12
Barajasview,43477.97291,21.64,3.01003E+12
North Jasmine,43478.67968,16.92,5.89668E+12
South Karenland,43580.22222,36.71,7.08537E+12
West Gabriel,43516.39645,28.13,7.46721E+12
Carriemouth,43549.89291,26.4,4.29352E+12
Huntermouth,43541.65497,30.31,6.90976E+12
Valentineton,43477.24462,42.31,5.90146E+12
East Kaylahaven,43494.2778,26.79,5.03819E+12
Lake Danielberg,43567.22102,41.45,5.3387E+12
West Robert,43480.34325,33.91,2.16116E+12
Williamsstad,43559.28834,31.52,7.78427E+11
Port David,43577.97975,30.03,7.35559E+12
Karenside,43527.76079,19.19,1.72349E+12
Valentineton,43540.99943,5.23,7.40781E+12
New Kimberlyborough,43558.15019,43.07,5.60378E+12
New Jacobville,43575.22995,13.35,9.25917E+12
Joneschester,43568.78071,27.36,7.53038E+12
Joneschester,43575.40281,30.12,8.9725E+12
Jerryton,43548.51215,31.47,5.42425E+12
Grahamburgh,43468.65097,17.61,7.87723E+12
Royland,43483.00209,32.11,4.54884E+12
West Robert,43534.83374,6.74,6.67518E+12
Karenside,43515.87291,17.41,1.21725E+12
Williamsview,43573.08837,39.79,8.74553E+12
Simpsonburgh,43527.36521,7.63,4.17678E+12
West Angela,43592.04389,12.35,2.05051E+12
West Heidi,43480.49282,21.44,83498621902
Leahton,43537.38728,36.79,6.21413E+12
Reynoldsfurt,43510.47581,39.4,9.07069E+12
Christopherfurt,43537.07491,32.05,2.78882E+12
Raymondhaven,43544.09762,38.53,8.65826E+12
Port Johnbury,43550.30747,7.63,8.08928E+12
West Gabriel,43590.0584,27.57,4.42877E+12
Barronchester,43492.13057,27.79,6.65362E+12
East Kentstad,43562.82244,18.75,6.57596E+12
Lake Omar,43482.89832,21.71,9.66912E+11
Myersshire,43523.73517,17.1,5.70677E+12
West Hannah,43574.04652,37.78,2.27305E+12
East Marymouth,43553.35856,37.6,6.37086E+12
New Raymond,43521.90299,20.44,5.98451E+12
Lake Robertside,43476.84556,46.51,6.57433E+12
Josephside,43554.40638,44.74,5.59269E+12
Brandonfort,43479.52462,28.02,8.10026E+12
Josephside,43503.28941,31.94,3.18569E+12
New Raymond,43545.07325,22.12,6.03176E+12
Lewisland,43510.73492,42.31,5.80386E+11
East Kentstad,43487.86354,35.01,8.75087E+12
Myersshire,43584.25559,17.99,1.1271E+12
Myersshire,43475.27227,45.81,7.01426E+12
Lewisland,43495.63071,32.4,5.09921E+12
West Hannah,43546.8462,25.86,7.62491E+12
North Richardhaven,43514.4317,41.54,4.26738E+12
New Olivia,43553.12,44.12,7.72447E+12
New Shannonberg,43543.34279,25.46,3.74753E+11
Barronchester,43590.16888,30.38,2.28152E+12
Nicolechester,43505.51809,40.83,85473064902
New Raymond,43542.50498,36.26,3.15141E+12
New Raymond,43588.5164,48.56,9.49503E+12
Victoriaport,43576.64013,12.13,3.31312E+12
South Teresa,43494.53544,38.47,5.74618E+12
North Richardhaven,43562.02249,36.32,5.01429E+12
East Aaronbury,43543.44714,20.04,4.11747E+12
South Teresa,43519.19102,46.02,4.62313E+12
Bethanyland,43556.91985,38.71,8.22108E+12
Lake Scott,43475.46444,37.96,8.13067E+12
East Marymouth,43481.65558,46.2,1.18197E+12
North Jeffrey,43500.9411,29.87,7.90957E+12
Rodriguezview,43551.82265,49.65,8.74896E+12
Bethanyland,43539.82148,37.09,6.24319E+12
East Kentstad,43586.73299,39.29,1.98661E+12
Myersshire,43471.48821,22.8,4.99304E+11
Lake Robertside,43529.49235,29.12,4.05849E+12
Sotoville,43553.9431,34.97,7.31396E+12
South Brenda,43583.18164,27.86,5.85721E+12
Port Shane,43564.64907,27.66,4.02234E+12
Lake Omar,43550.2449,48.26,5.01409E+12
Lake Robertside,43585.86471,22.26,2.02043E+11
Lake Robertside,43542.33668,44.21,9.83985E+12
South Brenda,43576.13101,17.8,3.50092E+12
North Timothy,43561.42123,38.39,4.78127E+12
Nicolechester,43565.19564,38.08,8.12209E+12
Port Shane,43578.67068,42.26,8.34198E+12
New Shannonberg,43575.12007,30.82,6.82964E+12
Veronicaberg,43484.97509,19.28,2.35108E+12
West Hannah,43474.15565,14.41,1.04491E+12
Port Shane,43526.50417,14.95,2.8032E+12
Nicolechester,43532.82725,16.35,1.0458E+12
Victoriaport,43577.52696,16.31,6.06917E+12
New Raymond,43470.74906,22.5,7.83289E+12
New Shannonberg,43497.18837,34.09,8.58872E+12
East Marymouth,43582.23022,36.11,8.30746E+12
Williamsonville,43474.99972,48.73,6.50771E+12
East Kentstad,43574.87858,22.42,1.13656E+12
Victoriaport,43498.80198,25.68,8.99739E+12
New Raymond,43467.65168,45.32,8.88111E+12
Victoriaport,43557.71676,12.19,6.9883E+12
Barronchester,43580.7998,36.13,2.66018E+12
Brandonfort,43563.83497,35.64,6.10953E+12
Lewishaven,43574.04789,21.92,7.10899E+12
Brandonfort,43546.67904,38.66,4.74854E+12
Port Shane,43550.18993,19.03,6.0104E+12
East Marymouth,43545.45933,17.43,1.62134E+12
New Shannonberg,43480.51845,35.34,7.44588E+12
New Shannonberg,43590.22634,16.77,8.38978E+12
Lake Ann,43510.71782,42.13,6.1924E+12
Victoriaport,43538.15794,16.5,7.10691E+12
North Richardhaven,43487.62193,18.45,2.62773E+12
Rodriguezview,43575.00216,23.58,3.28996E+12
